degre;region;departement;arrondissement;groupement;numero;denomination;acte
2;Adamaoua;Djérem;;;1;Chefferie BEKAGOTO;
2;Adamaoua;Faro-et-Déo;;;2;Chefferie MBARNANG;
2;Adamaoua;Faro-et-Déo;;;3;Chefferie MEIDJAMBA;
2;Adamaoua;Mbéré;;;4;Chefferie GALIM;
2;Adamaoua;Vina;;;5;Chefferie LOMPTA;
2;Adamaoua;Mayo-Banyo;;;6;Chefferie MAYO-BALEO;
2;Centre;Haute-Sanaga;;;7;Chefferie GADJIWAN;
2;Centre;Haute-Sanaga;;;8;Chefferie ALME;
2;Centre;Haute-Sanaga;;;9;Chefferie DODEO;
2;Centre;Haute-Sanaga;;;10;Chefferie DIR;
2;Centre;Haute-Sanaga;;;11;Chefferie KALALDI;
2;Centre;Haute-Sanaga;;;12;Chefferie BAGODO;
2;Centre;Haute-Sanaga;;;13;Chefferie LOKOTI;
2;Centre;Haute-Sanaga;;;14;Chefferie DJOHONG;
2;Centre;Haute-Sanaga;;;15;Chefferie MBE;
2;Centre;Haute-Sanaga;;;16;Chefferie BANKIM;
2;Centre;Haute-Sanaga;;;17;Chefferie NGUINDA-BADJA;
2;Centre;Haute-Sanaga;;;18;Chefferie NSEM;
2;Centre;Haute-Sanaga;;;19;Chefferie NGUEN;
2;Centre;Haute-Sanaga;;;20;Chefferie LEMBE-YEZOUM;
2;Centre;Haute-Sanaga;;;21;Chefferie DJORE;
2;Centre;Haute-Sanaga;;;22;Chefferie SIMBANE;
2;Centre;Haute-Sanaga;;;23;Chefferie WALL;
2;Centre;Haute-Sanaga;;;24;Chefferie BIBEY;
2;Centre;Haute-Sanaga;;;25;Chefferie OUASSA-BAMVELE;
2;Centre;Haute-Sanaga;;;26;Chefferie MENGA’A-BIBOA;
2;Centre;Haute-Sanaga;;;27;Chefferie BISSAGA;
2;Centre;Haute-Sanaga;;;28;Chefferie DEA;
2;Centre;Haute-Sanaga;;;29;Chefferie NKOTENG;
2;Centre;Haute-Sanaga;;;30;Chefferie MINTA;
2;Centre;Haute-Sanaga;;;31;Chefferie NDJOMBE;
2;Centre;Haute-Sanaga;;;32;Chefferie ZENGOAGA;
2;Centre;Haute-Sanaga;;;33;Chefferie ZOA;
2;Centre;Haute-Sanaga;;;34;Chefferie METEP;
2;Centre;Lekié;;;35;Chefferie NDO;
2;Centre;Lekié;;;36;Chefferie OBALA;
2;Centre;Lekié;;;37;Chefferie MVOG-NAMAII;
2;Centre;Lekié;;;38;Chefferie NKOLO;
2;Centre;Lekié;;;39;Chefferie EBOMBO;
2;Centre;Lekié;;;40;Chefferie LOUA;
2;Centre;Lekié;;;41;Chefferie ETON-BETI;
2;Centre;Lekié;;;42;Chefferie MVOG-ONAMENYE;
2;Centre;Lekié;;;43;Chefferie NTSASETNDO;
2;Centre;Lekié;;;44;Chefferie LEBAMZIP;
2;Centre;Lekié;;;45;Chefferie KOUGOUDA;
2;Centre;Lekié;;;46;Chefferie NKOLMVAK;
2;Centre;Lekié;;;47;Chefferie MVOG-ONAMENYE;
2;Centre;Lekié;;;48;Chefferie ENGAB;
2;Centre;Lekié;;;49;Chefferie BENYABEGA;
2;Centre;Lekié;;;50;Chefferie MENDOUM;
2;Centre;Lekié;;;51;Chefferie EKOT;
2;Centre;Lekié;;;52;Chefferie MINKAMA;
2;Centre;Lekié;;;53;Chefferie KOUNA-ODZOLO;
2;Centre;Lekié;;;54;Chefferie NKOLKOSSE;
2;Centre;Lekié;;;55;Chefferie MVOG-ONAMNYE1;
2;Centre;Lekié;;;56;Chefferie NKOLBOGO;
2;Centre;Lekié;;;57;Chefferie NKOLEDOUMA;
2;Centre;Lekié;;;58;Chefferie BATCHENGA;
2;Centre;Lekié;;;59;Chefferie NKOLFEB;
2;Centre;Lekié;;;60;Chefferie ABAM;
2;Centre;Lekié;;;61;Chefferie EYEN-MEYONG;
2;Centre;Lekié;;;62;Chefferie ABAM-NGOE;
2;Centre;Lekié;;;63;Chefferie EFOK;
2;Centre;Mbam-et-Inoubou;;;64;Chefferie NGOUNOU-NORD;
2;Centre;Mbam-et-Inoubou;;;65;Chefferie NGOUNOU-SUD;
2;Centre;Mbam-et-Inoubou;;;66;Chefferie YAMBETTA;
2;Centre;Mbam-et-Inoubou;;;67;Chefferie NGORO;
2;Centre;Mbam-et-Inoubou;;;68;Chefferie BAPE;
2;Centre;Mbam-et-Inoubou;;;69;Chefferie KORRO;
2;Centre;Mbam-et-Inoubou;;;70;Chefferie NGAM;
2;Centre;Mbam-et-Inoubou;;;71;Chefferie NKOKOE;
2;Centre;Mbam-et-Inoubou;;;72;Chefferie GOUIFE;
2;Centre;Mbam-et-Inoubou;;;73;Chefferie ELIP;
2;Centre;Mbam-et-Inoubou;;;74;Chefferie YANGBEN;
2;Centre;Mbam-et-Inoubou;;;75;Chefferie INOUBOU-NORD;
2;Centre;Mbam-et-Inoubou;;;76;Chefferie LEMENDE;
2;Centre;Mbam-et-Inoubou;;;77;Chefferie MMAHLA;
2;Centre;Mbam-et-Inoubou;;;78;Chefferie ETOUNDOU;
2;Centre;Mbam-et-Inoubou;;;79;Chefferie INOUBOU-SUD;
2;Centre;Mbam-et-Inoubou;;;80;Chefferie BALOM II;
2;Centre;Mbam-et-Inoubou;;;81;Chefferie BALOM;
2;Centre;Mbam-et-Inoubou;;;82;Chefferie MVELE;
2;Centre;Mbam-et-Inoubou;;;83;Chefferie BACHENGA;
2;Centre;Mbam-et-Inoubou;;;84;Chefferie BAFEUK;
2;Centre;Mbam-et-Kim;;;85;Chefferie TIKAR;
2;Centre;Mbam-et-Kim;;;86;Chefferie TSINGA;
2;Centre;Mbam-et-Kim;;;87;Chefferie KOMBE;
2;Centre;Mbam-et-Kim;;;88;Chefferie BABOUTE;
2;Centre;Mbam-et-Kim;;;89;Chefferie NGOULEMAKONG;
2;Centre;Mfoundi;;;90;Chefferie MVOG-BELLINGA;
2;Centre;Mfoundi;;;91;Chefferie NKOLBISSON;
2;Centre;Mfoundi;;;92;Chefferie YANDA;
2;Centre;Mfoundi;;;93;Chefferie EMANA;
2;Centre;Mfoundi;;;94;Chefferie BANE;
2;Centre;Nyong-et-Kellé;;;95;Chefferie NDOG-BEA-SUD;
2;Centre;Nyong-et-Kellé;;;96;Chefferie NDOG-SEND;
2;Centre;Nyong-et-Kellé;;;97;Chefferie LIYEGUEEST;
2;Centre;Nyong-et-Kellé;;;98;Chefferie POUGUENDJOUEL;
2;Centre;Nyong-et-Kellé;;;99;Chefferie NGOG-NDJOUEII;
2;Centre;Nyong-et-Kellé;;;100;Chefferie NDOG-BESSOL;
2;Centre;Nyong-et-Kellé;;;101;Chefferie LONGUE;
2;Centre;Nyong-et-Kellé;;;102;Chefferie NDOG-BATJECK;
2;Centre;Nyong-et-Kellé;;;103;Chefferie NDOG-SOUGA;
2;Centre;Nyong-et-Kellé;;;104;Chefferie KELLENDONGOND;
2;Centre;Nyong-et-Kellé;;;105;Chefferie MBENGUE;
2;Centre;Nyong-et-Kellé;;;106;Chefferie YABII;
2;Centre;Nyong-et-Kellé;;;107;Chefferie MBEBEETLOUMBE;
2;Centre;Nyong-et-Kellé;;;108;Chefferie BANESUD-EST;
2;Centre;Nyong-et-Kellé;;;109;Chefferie BANENORD-EST;
2;Centre;Nyong-et-Kellé;;;110;Chefferie BANESUD1;
2;Centre;Nyong-et-Kellé;;;111;Chefferie BANENORD;
2;Centre;Nyong-et-Kellé;;;112;Chefferie BANECENTRE;
2;Centre;Nyong-et-Kellé;;;113;Chefferie ENOAH-ET-NGOE;
2;Centre;Nyong-et-Kellé;;;114;Chefferie BANEOUEST;
2;Centre;Nyong-et-Kellé;;;115;Chefferie BANESUD2;
2;Centre;Nyong-et-Kellé;;;116;Chefferie MVOG-ATANGANA;
2;Centre;Nyong-et-Kellé;;;117;Chefferie MVOG-ESSOMBA;
2;Centre;Nyong-et-Kellé;;;118;Chefferie ETOUDI;
2;Centre;Nyong-et-Kellé;;;119;Chefferie MVOG-FOUDA;
2;Centre;Nyong-et-Kellé;;;120;Chefferie MBIDAAMBANI;
2;Centre;Nyong-et-Kellé;;;121;Chefferie MBIDAAMBANI;
2;Centre;Nyong-et-Kellé;;;122;Chefferie MBIDAAMBANI;
2;Centre;Nyong-et-Kellé;;;123;Chefferie AKONOLINGA-VILLE;
2;Centre;Nyong-et-Kellé;;;124;Chefferie MVOG-NYENGUE;
2;Centre;Nyong-et-Kellé;;;125;Chefferie YEBEKOLONORD;
2;Centre;Nyong-et-Kellé;;;126;Chefferie SO-CENTRE;
2;Centre;Nyong-et-Kellé;;;127;Chefferie SO-EST;
2;Centre;Nyong-et-Kellé;;;128;Chefferie YELINDA;
2;Centre;Nyong-et-Kellé;;;129;Chefferie YEMBAMA;
2;Centre;Nyong-et-Kellé;;;130;Chefferie YENGONO;
2;Centre;Nyong-et-Kellé;;;131;Chefferie YEBEKOLOEST;
2;Centre;Nyong-et-Kellé;;;132;Chefferie OMVANG;
2;Centre;Nyong-et-Mfoumou;;;133;Chefferie TYE1BEKOLO;
2;Centre;Nyong-et-Mfoumou;;;134;Chefferie TYE2BEKOLO;
2;Centre;Méfou-et-Afamba;;;135;Chefferie MAKANORD;
2;Centre;Méfou-et-Afamba;;;136;Chefferie MBIDAMBANI;
2;Centre;Méfou-et-Afamba;;;137;Chefferie MAKASUD;
2;Centre;Méfou-et-Afamba;;;138;Chefferie ESSANKOM;
2;Centre;Méfou-et-Afamba;;;139;Chefferie MVOGAMOUGOU;
2;Centre;Méfou-et-Afamba;;;140;Chefferie MVOG-NOMO;
2;Centre;Méfou-et-Afamba;;;141;Chefferie BANE;
2;Centre;Méfou-et-Afamba;;;142;Chefferie MVOG-ZAMBO;
2;Centre;Méfou-et-Afamba;;;143;Chefferie MVOG-AMOUGOU3;
2;Centre;Méfou-et-Afamba;;;144;Chefferie ZOMUVLOIG-AWOND;
2;Centre;Méfou-et-Afamba;;;145;Chefferie NDI-BENE;
2;Centre;Méfou-et-Afamba;;;146;Chefferie MVOG-AMOUGOU2;
2;Centre;Méfou-et-Afamba;;;147;Chefferie MVOG-MANGA1;
2;Centre;Méfou-et-Afamba;;;148;Chefferie TSINGA;
2;Centre;Méfou-et-Afamba;;;149;Chefferie MVOG-MANGA2;
2;Centre;Méfou-et-Afamba;;;150;Chefferie EVONDO;
2;Centre;Méfou-et-Afamba;;;151;Chefferie AVAMANGA;
2;Centre;Méfou-et-Afamba;;;152;Chefferie MINKOM;
2;Centre;Méfou-et-Afamba;;;153;Chefferie ATEMANGA;
2;Centre;Méfou-et-Afamba;;;154;Chefferie YEMESSOMO;
2;Centre;Méfou-et-Afamba;;;155;Chefferie NTOUESSONG;
2;Centre;Méfou-et-Afamba;;;156;Chefferie MBENDE;
2;Centre;Méfou-et-Afamba;;;157;Chefferie EBANG;
2;Centre;Méfou-et-Afamba;;;158;Chefferie NGALI;
2;Centre;Méfou-et-Afamba;;;159;Chefferie YETOULOU;
2;Centre;Méfou-et-Afamba;;;160;Chefferie YEMBARAK;
2;Centre;Méfou-et-Afamba;;;161;Chefferie BEKOUA;
2;Centre;Méfou-et-Afamba;;;162;Chefferie YEMBOUNI;
2;Centre;Méfou-et-Afamba;;;163;Chefferie MVOG-NANA;
2;Centre;Méfou-et-Afamba;;;164;Chefferie YENDOMBO;
2;Centre;Méfou-et-Afamba;;;165;Chefferie EDOUMA;
2;Centre;Méfou-et-Afamba;;;166;Chefferie ASSAMBA;
2;Centre;Méfou-et-Akono;;;167;Chefferie MVOG-TSOUNGUI;
2;Centre;Méfou-et-Akono;;;168;Chefferie MVOG-FOUDA;
2;Centre;Méfou-et-Akono;;;169;Chefferie ELEGA;
2;Centre;Méfou-et-Akono;;;170;Chefferie MFIDA;
2;Centre;Méfou-et-Akono;;;171;Chefferie MVOG-NAMA;
2;Centre;Méfou-et-Akono;;;172;Chefferie MVOGFOUDA;
2;Centre;Méfou-et-Akono;;;173;Chefferie MVOG-TSOUNGUI I;
2;Centre;Méfou-et-Akono;;;174;Chefferie IMIVOGTSOUNGUI;
2;Centre;Méfou-et-Akono;;;175;Chefferie EVINDISSI;
2;Centre;Méfou-et-Akono;;;176;Chefferie BIKOP;
2;Centre;Méfou-et-Akono;;;177;Chefferie OMAN;
2;Centre;Méfou-et-Akono;;;178;Chefferie NYOMO;
2;Centre;Méfou-et-Akono;;;179;Chefferie MEYILA;
2;Centre;Méfou-et-Akono;;;180;Chefferie NKONZOK;
2;Centre;Méfou-et-Akono;;;181;Chefferie OTELE-CENTRE;
2;Centre;Méfou-et-Akono;;;182;Chefferie NKONG-MEYOS;
2;Centre;Méfou-et-Akono;;;183;Chefferie MVOG-TSOUNGUI;
2;Centre;Méfou-et-Akono;;;184;Chefferie NKONGABOK;
2;Centre;Méfou-et-Akono;;;185;Chefferie ETENGA;
2;Centre;Méfou-et-Akono;;;186;Chefferie BOMBONG;
2;Centre;Méfou-et-Akono;;;187;Chefferie KONAMBEMBE;
2;Centre;Méfou-et-Akono;;;188;Chefferie BIDJOUKI;
2;Est;Boumba-et-Ngoko;;;189;Chefferie YANGHERE;
2;Est;Boumba-et-Ngoko;;;190;Chefferie MBIMOU;
2;Est;Boumba-et-Ngoko;;;191;Chefferie BANGANTOU;
2;Est;Boumba-et-Ngoko;;;192;Chefferie DJAKO;
2;Est;Haut-Nyong;;;193;Chefferie BOMAN;
2;Est;Haut-Nyong;;;194;Chefferie BAKOUM-POLL;
2;Est;Haut-Nyong;;;195;Chefferie MAKA-MBOANS;
2;Est;Haut-Nyong;;;196;Chefferie MAKA-ROUTE-DOUME;
2;Est;Haut-Nyong;;;197;Chefferie BAKOUM -DOUME;
2;Est;Haut-Nyong;;;198;Chefferie MAKA-EBESSEP;
2;Est;Haut-Nyong;;;199;Chefferie AOMVANG-NGOMEY;
2;Est;Haut-Nyong;;;200;Chefferie AYONG-YERAP;
2;Est;Haut-Nyong;;;201;Chefferie BIKELE-SUD;
2;Est;Haut-Nyong;;;202;Chefferie LEHE-ET-MPOUOH;
2;Est;Haut-Nyong;;;203;Chefferie BIKELE-NORD;
2;Est;Haut-Nyong;;;204;Chefferie DJA;
2;Est;Haut-Nyong;;;205;Chefferie BADJOUE-NORD;
2;Est;Haut-Nyong;;;206;Chefferie GMPOANKGA-MPOUM;
2;Est;Haut-Nyong;;;207;Chefferie BADJOUE;
2;Est;Haut-Nyong;;;208;Chefferie DJEM;
2;Est;Haut-Nyong;;;209;Chefferie NDZIMOU-SUD;
2;Est;Haut-Nyong;;;210;Chefferie NDZIMOU-CENTRE;
2;Est;Haut-Nyong;;;211;Chefferie NDZIMOU-EST;
2;Est;Haut-Nyong;;;212;Chefferie NDZIMOU-NORD;
2;Est;Haut-Nyong;;;213;Chefferie NDJEM CENTRE;
2;Est;Haut-Nyong;;;214;Chefferie NDJEM SUD-EST;
2;Est;Haut-Nyong;;;215;Chefferie ETA-FRONTIERE;
2;Est;Haut-Nyong;;;216;Chefferie MBALAM-ALATI;
2;Est;Haut-Nyong;;;217;Chefferie NGOYLA-MIE;
2;Est;Haut-Nyong;;;218;Chefferie KAKANGBAKO;
2;Est;Haut-Nyong;;;219;Chefferie MBONDJO;
2;Est;Haut-Nyong;;;220;Chefferie KAKAMBORONG;
2;Est;Haut-Nyong;;;221;Chefferie MBONGUENDI;
2;Est;Kadey;;;222;Chefferie KAKABERA;
2;Est;Kadey;;;223;Chefferie KAKAMBESSEMBO;
2;Est;Kadey;;;224;Chefferie BAYA-EST;
2;Est;Kadey;;;225;Chefferie BAYA-OUEST;
2;Est;Kadey;;;226;Chefferie MEDJIME;
2;Est;Kadey;;;227;Chefferie BANGANTOU;
2;Est;Kadey;;;228;Chefferie GBWE-MBOPALO;
2;Est;Kadey;;;229;Chefferie POLY-LOSSOU;
2;Est;Lom-et-Djérem;;;230;Chefferie BOBILIS1;
2;Est;Lom-et-Djérem;;;231;Chefferie POLL;
2;Est;Lom-et-Djérem;;;232;Chefferie NKGEPERE-DENGDE;
2;Est;Lom-et-Djérem;;;233;Chefferie AKBEAPERE-WOUTCH;
2;Est;Lom-et-Djérem;;;234;Chefferie BAYA-DOKA;
2;Est;Lom-et-Djérem;;;235;Chefferie INBADYAA;
2;Est;Lom-et-Djérem;;;236;Chefferie BAYABODOMO;
2;Est;Lom-et-Djérem;;;237;Chefferie MBOUM-NORD;
2;Est;Lom-et-Djérem;;;238;Chefferie MAKA-NORD;
2;Est;Lom-et-Djérem;;;239;Chefferie BOBILIS2;
2;Est;Lom-et-Djérem;;;240;Chefferie BAMVELE;
2;Est;Lom-et-Djérem;;;241;Chefferie BAYA;
2;Est;Lom-et-Djérem;;;242;Chefferie BAYA-LAI;
2;Est;Lom-et-Djérem;;;243;Chefferie YAYOUE;
2;Extrême-Nord;Mayo-Kani;;;244;Chefferie MBITOM;
2;Extrême-Nord;Mayo-Kani;;;245;Lawanat de LARA;
2;Extrême-Nord;Mayo-Kani;;;246;Chefferie de BOBOYO;
2;Extrême-Nord;Mayo-Kani;;;247;Lawanat de BOGO-VILLE;
2;Extrême-Nord;Mayo-Kani;;;248;Lawanat de MINDIF-VILLE;
2;Extrême-Nord;Mayo-Kani;;;249;Chefferie MOURZERE;
2;Extrême-Nord;Mayo-Kani;;;250;Lawanat de PIWA;
2;Extrême-Nord;Mayo-Kani;;;251;Lawanat de MINDJIL;
2;Extrême-Nord;Mayo-Kani;;;252;Lawanat de GAREY-DJIDOMA;
2;Extrême-Nord;Mayo-Kani;;;253;Lawanat de BISSELE;
2;Extrême-Nord;Mayo-Kani;;;254;Lawanat GAREY-KAELE;
2;Extrême-Nord;Mayo-Kani;;;255;Lawanat de MOUMOUR;
2;Extrême-Nord;Mayo-Kani;;;256;Lawanat de KASSELE;
2;Extrême-Nord;Mayo-Kani;;;257;Lawanat de MIDJIVING;
2;Extrême-Nord;Mayo-Kani;;;258;Lawanat de GUIDIGUIS;
2;Extrême-Nord;Mayo-Kani;;;259;Chefferie DOUBANE;
2;Extrême-Nord;Mayo-Kani;;;260;Lawanat EDOUMROU;
2;Extrême-Nord;Mayo-Kani;;;261;Lawanat de GUEREME;
2;Extrême-Nord;Mayo-Kani;;;262;Lawanat de LOUBOUR;
2;Extrême-Nord;Mayo-Kani;;;263;Lawanat de MOGOM;
2;Extrême-Nord;Mayo-Kani;;;264;Lawanat de DJAPPAI;
2;Extrême-Nord;Mayo-Kani;;;265;Lawanat de YAKANG;
2;Extrême-Nord;Mayo-Kani;;;266;Lawanat de MAFFAI;
2;Extrême-Nord;Mayo-Kani;;;267;Lawanat de MOULVOUDAYE;
2;Extrême-Nord;Mayo-Kani;;;268;Lawanat de GOUDOUM-GOUDOUM;
2;Extrême-Nord;Mayo-Kani;;;269;Lawanat de KOLARA;
2;Extrême-Nord;Mayo-Kani;;;270;Lawanat de KORRE;
2;Extrême-Nord;Mayo-Kani;;;271;Lawanat de KADAI;
2;Extrême-Nord;Mayo-Kani;;;272;Lawanat de KOBO;
2;Extrême-Nord;Mayo-Kani;;;273;Lawanat de HORLONG;
2;Extrême-Nord;Mayo-Kani;;;274;Lawanat de DARAM;
2;Extrême-Nord;Mayo-Kani;;;275;Chefferie TOULOUM;
2;Extrême-Nord;Mayo-Kani;;;276;Lawanat de DARGALA;
2;Extrême-Nord;Mayo-Kani;;;277;Chefferie de GOUNDAYE;
2;Extrême-Nord;Mayo-Kani;;;278;Lawanat de DZIGUILAO;
